Name	POS
비우	VV
는걸요	EC
중식	NNG
캘리포니아	NNP
운영	NNG
교실	NNG
고추기름	NNG
시아	NNG
코카	NNG
중독	NNG
저미	VV
다스	NNG
사라집니다	VV+EF
얼큰	XR
센스	NNG
새송이	NNP
물맛	NNG
진해져	VA+EC+VX+EC
맞춥니다	VV+EF
식당	NNG
신세계	NNG
베이징	NNP
올려줘도	VV+EC+VX+EC
난다고	VV+EC
명랑소녀	NNP
쫌	MAG
강해서	VA+EC
내사	NNP
꺼낸다	VV+EC
저어서	VV+EC
설거지	NNG
왕	IC
생명	NNG
가르	VV
웍	NNP
뱁니다	UNKNOWN
꺼낸	VV+ETM
돌려서	VV+EC
따듯	XR
담아낼	VV+ETM
보인답니다	VV+EF
불루	VV+EF
매시	MAG
비계	NNG
조갯살	NNG
생굴	NNG
여도	EC
감시	NNG
어둡	VA
빨갛	VA
간해	VV+EC
터	VCP
다리	NNG
짧	VA
내준	VV+ETM
쭈꾸미가	UNKNOWN
소라	NNG
중화	NNG
쭈꾸미를	UNKNOWN
틈새	NNG
둘	NR
오리	NNG
순서	NNG
탈	XPN
염려	NNG
배이	VV
밥그릇	NNG
빠져요	VV+EF
가하	VV
시킨다	VV+EC
효과	NNG
마땅	XR
어두운	VA+ETM
모시조개	NNG
백합	NNG
선자연	NNG
자칫	MAG
샤프란	NNP
뚝	MAG
단백질	NNG
인도	NNP
라서	EC
풀릴	VV+ETM
완두	NNG
탱글탱글	MAG
알록달록	MAG
되직	XR
졸	VV
또띠	NNP
타이	NNG
고수	NNG
글라스	NNG
비두	NNG
대하	NNG
가감	NNG
상품	NNG
코코넛	NNG
밀크	NNP
고맙	VA
거북	XR
시다	EC
파나	VV
미타	NNG
더러	MAG
렁	NNP
습니	EC
놀라	VV+EC
복	NNG
빗속	NNG
피넛	NNP
이름	NNG
라서요	EC
동남아	NNP
지역	NNG
전문	NNG
얄팍	XR
비야	NNG
비결	NNG
형체	NNG
탄산수	NNG
튀긴다	VV+EF
맥주	NNG
견	NNG
빗	NNG
새우튀김	NNG
주변	NNG
돋보이	VV
레드	NNP
큐브	NNP
알코올	NNG
날아가	VV
리조	NNG
스탁	NNP
졸여	VV+EC
자색	NNG
입혀서	VV+EC
졸아들	VV
단계	NNG
화상	NNG
계핏가루	NNG
계피	NNG
첨가제	NNG
격자	NNG
림	NNG
겐	JKB+JX
고동	NNG
가려	VV+EC
뱉	VV
내요	NNP
최초	NNG
버려	VV+EC
울린답니다	VV+EF
얼	VV
잘려	VV+EC
벗겨도	VV+EC
절로	MAG
소세지	NNG
좌우	NNG
소시지	NNG
수제	NNG
현지	NNG
가까운	VA+ETM
색도	NNG
오레	NNP
가노	NNG
탁월	XR
여진	EC+VX+ETM
건진다	VV+EF
그림	NNG
바	NNG
설천	NNG
밝	VA
먹물	NNG
기억	NNG
거부	NNG
족	NNG
졸졸	MAG
딸기	NNG
마수	NNG
금싸라기	NNG
포기김치	NNG
냉장실	NNG
굳힌다	VV+EF
고정	NNG
누	IC
파삭	MAG
실리콘	NNG
세척	NNG
내열	NNG
씌워	VV+EC
각기	MAG
애요	EF
도마	NNG
양옆	NNG
말씀	NNG
내보	VV
노르스름	XR
보완	NNG
말이	NNG
식탁	NNG
양배추말이	NNP
스러울	XSA+ETM
새우등	NNG
우동	NNG
졸인다	VV+EC
쌀국수	NNG
겁니다	NNB+VCP+EF
푸른색	NNG
띄	VV
줘두	VX+EC
바라	VV+EC
체내	NNG
빼주	VV
방해	NNG
카나페	NNG
형식	NNG
는다고	EC
다져야	VV+EC
편식	NNG
삭이	VV
위해선	VV+EC+JX
초벌	NNG
디	NNG
카페	NNG
블랙	NNG
쩍	NNG
을수록	EC
쎄	VV
섭취	NNG
권	XSN
체로	NNG
온데	EP+EC
거른	VV+ETM
숑숑	MAG
왕비	NNG
민기	NNP
느	NNG
대왕	NNG
그리	VV
얘	NP
증발	NNG
끼리	XSN
누드	NNG
달걀옷	NNG
잘랐	VV+EP
잠기	VV
할려면	VX+EC
찧	VV
해바라기	NNP
들어갈	VV+ETM
지그재그	MAG
짭잘	XR
워터	NNG
제비	NNG
거둬	VV+EC
비스듬히	MAG
조촐	XR
만찬	NNG
굳	VA
떠내	VV
일간	NNG
중국집	NNG
려는	ETM
확실히	MAG
오묘	XR
백포도주	NNG
차이	NNG
파마	NNG
렐라	NNP
두툼	XR
조려	VV+EC
물렁	XR
채썰기	NNG
진해	VA+EC
괜히	MAG
비싼	VA+ETM
쭉쭉	MAG
늘어나	VV
쿵	MAG
칼슘	NNG
도와	VV+EC
조려서	VV+EC
해준답니다	VV+EC+VX+EF
멸치조림	NNG
안내	NNG
느껴집니다	VV+EC+VX+EC
메리	NP
칸	VV+ETM
패	VV+EC
뵤	VX+EF
이뻐	VA+EC
경제	NNG
지진	NNG
전부	MAG
합성	NNG
엄청	MAG
빠진	VV+ETM
졌으면	VX+EP+EC
나른	XR
널	NP+JKO
변할	VV+ETM
시큼	XR
유기농	NNG
끝내	VV+EC
삔	VV+ETM
물러서	VV+EC
베르톨리	NNP
엑스트라	NNG
라이트	NNG
꼭지	NNG
위쪽	NNG
너트	NNG
되도록	MAG
쪼	VV
식사	NNG
쳤	VV+EP
된다는	VV+ETM
떨어뜨린	VV+ETM
이루	JKB
분전	NNG
무방	XR
햅쌀	NNG
끊여서	VV+EC
나이프	NNG
고르	VV
올렸	VV+EP
전기	NNG
밥통	NNG
박사	NNG
주물러	VV+EC
덜하	VA
살얼음	NNG
얼렸	VV+EP
끝난	VV+ETM
냉국	NNG
갈비	NNG
첫	MM
하나하나	MAG
왕십리	NNP
저흰	NP+JX
솥	NNG
층	NNG
구멍	NNG
뚫	VV
따르	VV
그것	NP
추운	VA+ETM
베란다	NNG
삼식	NNG
마미	NNG
깍두기	NNG
끌	NNG
포리	NNG
분기	NNG
무조건	MAG
북어포	NNG
분무기	NNG
놔두었	VV+EP
파도	NNG
달궈	VV+EC
모자라	VV
좋아할	VV+ETM
반개	NNG
맞출	VV+ETM
장이	XSN
부러	MAG
떄문에	UNKNOWN
노	EC
토란	NNG
들깻잎	NNG
건가	NNB+VCP+EC
토란대	NNG
거른다	VV+EC
수육	NNG
열린	VV+ETM
공간	NNG
둬서	VX+EC
햇빛	NNG
남자	NNG
는다는	ETM
듣	VV
일지	VCP+EC
궁금	XR
한방	NNG
도는	VV+ETM
탈탈	MAG
마는	JX
낭만	NNG
너무너무	MAG
부탁	NNG
옥	NNG
대박	NNG
팔팔	MAG
흘려	VV+EC
수제비	NNG
잔치국수	NNP
셔두	EP+EC
마니	NNG
아끼	VV
가다랑어	NNG
대국	NNG
으라	EC
그건	NP+JX
아욱	NNG
꺽	VV
와이프	NNG
자구요	EC
호르몬	NNG
버무렸	VV+EP
손실	NNG
얼큰하	VA
방금	MAG
비밀	NNG
덮어놓	VV
어려워요	VA+EC
함꼐	MAG
루도	NNG
벌어지	VV
땀	NNG
뛰	NNG
아작	MAG
퍼셀	NNP
까나리	NNG
푸석	XR
친환경	NNG
두꺼우	VA
별루	MAG
라구요	VCP+EC
능	NNG
인삼	NNG
전문점	NNG
부럽	VA
곰탕	NNG
나박	XR
떨어질	VV+ETM
우러	VV+EC
자꾸	MAG
겉잎	NNG
아무리	MAG
밑바닥	NNG
장시	NNG
비해서	VV+EC
조끼	NNG
난닝	NNP
시킨	VV+ETM
조개껍질	NNG
부피	NNG
볼품	NNG
걸러낸	VV+EC+VX+ETM
조갯국	NNG
냉	NNG
우렁이	NNG
부족	NNG
장향	NNG
두텁	VA
광택	NNG
달리	MAG
수건	NNG
채선	NNG
어쭈	IC
어려운	VA+ETM
미끄러워서	VA+EC
몰라요	VV+EF
생강술	NNG
비릿	XR
으셔	EP+EC
슈리	NNP
닭개장	NNP
체스	NNG
풀어진	VV+ETM
지리	NNG
흐리	VV
식힐	VV+ETM
꾸	VV
잡티	NNG
없앤다	VV+EC
맺힌	VV+ETM
찌꺼기	NNG
배춧잎	NNG
부글부글	MAG
본연	NNG
지느러미	NNG
사장	NNG
은행잎	NNG
장용	NNG
내지	NNP
카우	NNP
여유	NNG
수호천사	NNG
으스러지	VV
끊일	VV+ETM
부스러지	VV
도가니	NNG
난다	VV+EC
곤	EC
어리	VA
한지	NNG
초간장	NNG
미루	NNP
종지	NNG
찌게	NNG
협	NNG
유통	NNG
유해	NNG
돋	VV
서너	MM
문지르	VV
느껴져	VV+EC+VX+EC
모시	VV
시킬	XSV+ETM
뻘	NNG
푼물	NNG
입혀진	VV+EC+VX+ETM
플러스	NNG
자세히	MAG
텐데	NNB+VCP+EC
길쭉	XR
떠오를	VV+ETM
표현	NNG
어우러	VV+EC
황백	NNG
부칠	VV+ETM
둥근	VA+ETM
떡국	NNG
나와서	VV+EC
쓴다	VV+ETM
말끔	XR
나온답니다	VV+EF
할인점	NNG
추위	NNG
달아나	VV
부서질	VV+ETM
가래떡	NNG
수록	NNG
국거리	NNG
겨울	NNG
옆집	NNG
소고	NNG
기국	NNG
셈	NNB
꽃소금	NNG
와우	IC
종	NNG
통채	NNG
짤라서	VV+EC
말갛	VA
비법	NNG
뭔가	NP+VCP+EC
허전	XR
려고요	EC
물러지	VV
첨	NNG
암	IC
강	XR
땡	NNG
무리	NNG
이내	NNG
몰라도	VV+EC
습	NNG
맹	NNG
여시	NNG
도막	NNG
미역국	NNG
한다고	XSV+EC
원액	NNG
포장	NNG
흐물흐물	MAG
듬성듬성	MAG
네모낳	VA
채칼	NNG
미역냉국	NNG
토토	NNP
조랭이	NNG
인데요	VCP+EC
대합	NNG
영향	NNG
넙적	MAG
큼직큼직	MAG
나름	NNB
맹물	NNG
구지	NNG
숭덩숭덩	MAG
재첩국	NNP
재첩	NNG
토하	VV
껍데기	NNG
속살	NNG
바락	MAG
갱	NNG
이국	NNG
주세	NNG
빙빙	MAG
게르	EC
강원도	NNP
동일	NNG
통북어	NNG
뭇	VV
부어넣	VV
풀려요	VV+EF
통밀	NNG
곰국	NNG
냉큼	MAG
였	EP
우거지	NNG
요긴	XR
우러난	VV+ETM
종일	NNG
담글	VV+ETM
결정	NNG
도중	NNG
장시간	NNG
우러날	VV+ETM
프림	NNP
데기	NNG
윤희	NNP
가까이	MAG
이크	IC
바꾸	VV
잔뿌리	NNG
독성	NNG
자양	NNG
강장	NNG
아자씨	NNG
절대로	MAG
뒤지	VV
빨아들이	VV
으로써	JKB
가급적	NNG
났	VV+EP
왼쪽	NNG
오른쪽	NNG
주부	NNG
엑스	NNG
풍기	VV
용도	NNG
차향	NNG
그물	NNG
잉꼬	NNG
아따	IC
모이	VV
생태	NNG
비늘	NNG
아가미	NNG
대가리	NNG
러톤	NNP
바쁜	VA+ETM
일상	NNG
실고추	NNG
미더덕	NNG
검색창	NNG
알뜰	XR
전용	NNG
세제	NNG
된대요	VV+EC
앵	NNG
어울려	VV+EC
완	NR
쪼금	MAG
으세	EF
나눠서	VV+EC
만난	VV+ETM
매운탕	NNG
짠다	VV+EF
금빛	NNG
내실	NNG
라네요	EC
소개	NNG
됬	VV+EP
도리	NNG
베이	NNP
나쁜	VA+ETM
아구	NNG
아귀	NNG
전문가	NNG
랄	ETM
옵니다	VX+EC
내려서	VV+EC
콩된장	NNG
바락바락	MAG
억센	VA+ETM
돌렸	VV+EP
스러워	XSA+EC
죵	EF
텃밭	NNG
도려내	VV
심지	NNG
잔류	NNG
쇠붙이	NNG
장소	NNG
밍밍	XR
대량	NNG
롭	XSA
냉동고	NNG
김치냉장고	NNG
낮	VA
포만감	NNG
사면	NNG
파뿌리	NNG
정말로	MAG
쑥	MAG
무가	NNG
메추	NNG
리알	NNG
뜬물	NNG
끼운다	VV+EF
축구공	NNG
주름	NNG
엎	VV
떡볶이	NNG
파와	NNG
더해	VV+EC
마나	NNP
통썰기	NNG
칩니다	VV+EF
딸	NNG
문	VV
무쳐야	VV+EC
일부	NNG
얼리	VV
띄우	VV
대비	NNG
아리조나	NNP
두유	NNG
업	VV
불면	NNG
벗겨진	VV+ETM
마을	NNG
톨	NNBC
인해	VV+EC
리터	NNP
콩국	NNG
조심스레	MAG
드문드문	MAG
잘린	VV+ETM
미소	NNG
육개장	NNG
부대	NNG
치대	VV
동동	MAG
대용	NNG
한나절	NNG
하룻밤	NNG
움직여	VV+EC
조개류	NNG
어머님	NNG
카스	NNP
국그릇	NNG
금상첨화	NNG
구석구석	NNG
쫙	MAG
굶	VV
괜챦아요	UNKNOWN
찔러	VV+EC
놓아두	VV
인터넷	NNG
몰	NNG
가정	NNG
초물	NNG
아린	VA+ETM
화려	XR
동치미	NNG
메밀국수	NNG
초계탕	NNG
해져	XSA+EC+VX+EC
해장	NNG
처	NNG
움	NNG
띄워서	VV+EC
해후	NNG
두드려서	VV+EC
나박나박	MAG
무관	XR
시루	NNG
프로	NNG
톳	NNG
오를	VV+ETM
대접	NNG
기준	NNG
벗겨야	VV+EC
각색	NNG
애용	NNG
마셔	VV+EC
띄운	VV+ETM
꽃게	NNG
딱지	NNG
뿌렸	VV+EP
명	NNG
생긴	VV+ETM
맞춰요	VV+EF
파랗	VA
마요	VV+EF
수염	NNG
고추씨	NNG
홍합탕	NNG
향신	NNG
벌어질	VV+ETM
잘라도	VV+EC
건미역	NNG
찐득	XR
싱거우	VA
알콜	NNG
날라가	VV
올라온	VV+ETM
겉절이	NNG
일전	NNG
연두부	NNG
징	NNG
봐서	VV+EC
봐야	VV+EC
밑반찬	NNG
마신다	VV+EC
후리지아	NNP
쫄면	NNG
자제	NNG
가자미	NNG
사선	NNG
얕	VA
쿨	MAG
꽈리고추	NNG
서리	NNG
태	NNG
큼지막	XR
갈치	VV
식중독	NNG
확률	NNG
효	NNG
똥	NNG
해줍니다	XSV+EC+VX+EF
갈치조림	NNG
산모롱이	NNG
매실주	NNG
사이드	NNG
애벌	NNG
소화	NNG
어느새	MAG
위한	VV+ETM
집어먹	VV
복숭아	NNP
짱구	NNG
뿌릴	VV+ETM
무상	NNG
모서리	NNG
요요	NNG
팜	NNP
센티미터	NNG
꽈배기	NNG
불량	NNG
다시피	EC
코팅	NNG
좌르르	MAG
알감	NNG
사이즈	NNG
위함	VV+ETN
휠씬	MAG
죄다	MAG
난리	NNG
감자조림	NNG
퍼서	VV+EC
조청	NNG
할지	VX+EC
돌때	NNG
버부	VV
엉겨	VV+EC
일부러	MAG
박	NNP
이사랑	NNP
익혀진	VV+EC+VX+ETM
무에	NP+JKS
송송송	MAG
숙성	NNG
이라도	JX
난다면	VV+EC
쉬우므로	VA+EC
건드리	VV
약해서	VA+EC
굴비	NNG
꼴뚜기	NNG
쾨	NNG
말릴	VV+ETM
유도	NNG
흰깨	NNG
무형	NNG
졸여서	VV+EC
방부제	NNG
구름	NNG
붙일	VV+ETM
켠	NNG
악녀	NNG
나란히	MAG
양마	NNG
밋밋	XR
흩뿌리	VV
적신	VV+ETM
잔가시	NNG
집게	NNG
목	NNG
명태	NNG
감사	NNG
붕어	NNG
쪄낸	VV+ETM
갑자기	MAG
길래	EC
놀랬	VV+EP
쓰이	VV
강해질	VA+EC+VX+ETM
연해	VA+EC
막히	VV
감초	NNG
찔러보	VV
이뻐서	VA+EC
장육	NNG
짭짜름	XR
조기	NNG
소금기	NNG
생물	NNG
짤	VV+ETM
덜해	VA+EC
절여진	VV+EC+VX+ETM
내려준다	VV+EC+VX+EF
앞다리	NNG
항정살	NNG
민용	NNG
옹기장수	NNG
걸러낸다	VV+EC+VX+EF
신장	NNG
아담	NNG
콕콕	MAG
박힌	VV+ETM
졸여야	VV+EC
터져요	VV+EF
줄여서	VV+EC
쭈글	MAG
완벽	NNG
준다는	VX+ETM
부드러우	VA
문지른	VV+ETM
그나마	MAG
노랑	NNG
초록	NNG
언	EC
졸인	VV+ETM
흘러서	VV+EC
파낸다	VV+EC
꽃산	NNG
채운다	VV+EC
접착	NNG
레이프	NNP
갈변	NNG
사각사각	MAG
실청	NNG
짜지	VV
신데렐라	NNG
메뉴판	NNG
닷컴	NNP
패널	NNG
깊이	MAG
파실	VV+EP+ETM
무랑	NNG
켜	VV
즈음	NNB
코다리	NNG
빠집니다	VV+EC
납작납작	MAG
여서	VCP+EC
톡	NNG
눅눅	XR
쪼그라들	VV
풍선	NNG
쪼글쪼글	MAG
혜시	NNG
분해	NNG
선	NNG
건홍합	NNG
엽	NNG
등심	NNG
달걀흰자	NNG
찰기	NNG
지그시	MAG
정확히	MAG
기름지	VA
맞춰준	VV+EC+VX+ETM
무모	XR
메뉴	NNG
엉겨붙	VV
끗	NNG
구울	VV+ETM
병아리	NNG
잘라준다	VV+EC+VX+EC
잘르	VV
잘라야	VV+EC
보일	VV+ETM
갈라서	VV+EC
끼우	VV
안주	NNG
꽂이	NNG
끼워도	VV+EC
닭꼬치	NNP
케이준	NNP
스파이스	NNP
서양식	NNG
타르	NNG
퐁듀	NNP
날린다	VV+EC
은박지	NNG
그리구	MAJ
황기	NNG
메이플	NNP
황	NNP
요리용	NNG
클	VA+ETM
이불	NNG
통계	NNG
돌아다니	VV
슴	EC
젤라틴	NNG
졸여진	VV+EC+VX+ETM
정향	NNG
식기	NNG
돼지갈비	NNG
생강가루	NNG
묻힌다	VV+EC
옮겨	VV+EC
칠리소스	NNG
매콤새콤	MAG
콜리	NNG
설날	NNG
흰떡	NNG
눈부신	VA+ETM
크리스탈	NNP
하세	NNG
곁들여도	VV+EC
프랑크	NNP
뉘	NP+JKS
추장	NNG
뽁	NNG
뒤섞	VV
기르	NNP
떨어져요	VV+EF
그늘	NNG
꾸덕꾸덕	MAG
강화	NNG
참맛	NNG
바이러스	NNG
없앨	VV+ETM
포도주	NNG
발사믹	NNP
께요	EF
스러	XSA+EC
바싹	MAG
뒤지개	NNG
습니다요	EC
더워	VA+EC
잔뼈	NNG
힘듭니다	VA+EF
드래곤	NNP
생강차	NNG
유자차	NNG
진행	NNG
연육	NNG
무스	NNG
타소스	NNP
에겐	JKB+JX
고깃집	NNG
재울	VV+ETM
육즙	NNG
엇	EP
철판	NNG
일수록	VCP+EC
목심	NNG
즉시	MAG
싸악	MAG
신답니다	EP+EF
완화	NNG
달라요	VA+EC
수시로	MAG
뭔	MM
봅시다	VX+EC
재워둔	VV+EC+VX+ETM
채워	VV+EC
고등어구이	NNG
콩알	NNG
재운다	VV+EF
올랐	VV+EP
꽁치	NNG
탑	NNG
리야	EC
키	NNG
스테이크	NNG
연탄불	NNG
천상	NNG
발라야	VV+EC
하하	MAG
호호	MAG
신지	NNB+VCP+EC
오징어순대	NNG
아용	EC
김장	NNG
져야	XSV+EC
필수	NNG
채워준다	VV+EC+VX+EC
발라준다	VV+EC+VX+EC
쪄도	VV+EC
순대	NNG
높이	VV
지져서	VV+EC
관리	NNG
비닐봉투	NNP
표시	NNG
봉투	NNG
개봉	NNG
못하	VX
그래서	MAJ
지지	MAG
깍뚝	XR
구웠	VV+EP
맡	VV
군데	NNBC
두장	NNG
뒤집개	NNG
기계	NNG
빳빳	XR
소이	NNG
이어서	MAG
울퉁불퉁	MAG
차곡차곡	MAG
겅	UNKNOWN
아무것	NP
녹색	NNG
훑	VV
슥슥	MAG
지나가	VV+EC
소금구이	NNG
푸석푸석	MAG
전달	NNG
곁들인	VV+ETM
비장	NNG
꼬마	NNG
받혀	VV+EC
독특	NNG
예민	XR
피하	VV
꽁	MAG
줄지	VV+EC
낙지	NNG
주무른	VV+ETM
헹	MAG
군다	VV+EC
빨판	NNG
기스	NNG
세발	NNG
조개관자	NNG
아래쪽	NNG
유장	NNG
끼운	VV+ETM
지퍼	NNG
야외	NNG
숯	NNG
덧발라	VV+EC
거릴	XSV+ETM
배서	NNG
져도	VX+EC
더덕	NNG
두드린다	VV+EC
두드리	VV
자근자근	MAG
두들겨	VV+EC
주물주물	MAG
부부	NNG
도루묵	NNG
이제	MAG
알배기	NNG
워낙	MAG
타원	NNG
싱거운	VA+ETM
뜰	VV+ETM
핏기	NNG
낮추	VV
빨	VV+ETM
한다는	VX+ETM
과일즙	NNG
베지	NNG
배면	NNG
구어	NNG
곤란	NNG
뒷다리	NNG
푸짐	XR
꼴	VV
라기	ETN
더라고	EC
손맛	NNG
돼지기름	NNG
복어	NNG
대강	MAG
쫄깃쫄깃	MAG
담가둔	VV+EC+VX+ETM
놨다가	VX+EP+EC
올려요	VV+EC
신후	NNG
흘러내리	VV
아두	EC
계시	VX
마블링	NNG
과즙	NNG
십자로	NNG
아마	MAG
집안	NNG
파라	NNG
소갈비	NNG
떡갈비	NNG
접착력	NNG
믹스	NNG
치댄	VV+ETM
빵빵	MAG
용떡	NNG
불닭	NNP
먹일	VV+ETM
챱	UNKNOWN
꿴	VV+ETM
흐를	VV+ETM
종이컵	NNG
재미있	VA
일종	NNG
지진다	VV+EC
발라줘도	VV+EC+VX+EC
당연	MAG
살가	EC
묻힐	VV+ETM
싹	MAG
스피너	NNG
가족	NNG
올려야	VV+EC
리향	NNG
뱅어포	NNG
편한	VA+ETM
실온	NNG
노출	NNG
돼서	XSV+EC
지금	MAG
쉬우	VA
살리	VV
가람	NNG
세기	NNG
순식간	NNG
통하	VV
기름칠	NNG
병	NNG
미약	XR
독소	NNG
건어물	NNG
룰	NNG
고생	NNG
떡꼬치	NNG
산후	NNG
풀어져	VV+EC
버립니다	VX+EC
고급	NNG
프라	NNG
스틱	NNG
가닥	NNG
삼치	NNG
뿌려줍니다	VV+EC+VX+EF
카루	NNP
포일	NNG
광식	NNG
날아갈	VV+ETM
키틴	NNG
촘촘	XR
촉감	NNG
될까요	VV+EC
컨텐츠	NNG
회원	NNG
절단	NNG
밤톨	NNG
이야	JX
레드와인	NNP
멋진	VA+ETM
이종순	NNP
센치	NNP
미만	NNG
균일	NNG
마름모	NNG
요령	NNG
다질	VV+ETM
튄	VV+ETM
메드	NNP
자연산	NNG
펼쳐서	VV+EC
쌀떡	NNG
떡말	NNG
빼낸다	VV+EF
지인	NNG
무렵	NNB
일자	NNG
면장갑	NNG
신속	NNG
이쁠	VA+ETM
빨강	NNG
이용해	NNP
탄산	NNG
음료	NNG
튼튼	XR
오뎅	NNG
꼽	VV
떨어졌	VV+EP
텐데요	NNB+VCP+EC
사전	NNG
어린아이	NNG
자반고등어	NNG
특별히	MAG
감싼	VV+ETM
요것	NP
디테	NNP
폰	NNG
강추	NNG
벗겨낸다	VV+EC+VX+EF
놨	VX+EP
보들보들	MAG
최소	NNG
직	NNG
석우	NNG
생채	NNG
슬쩍	MAG
부들부들	MAG
꼰	VV
실패	NNG
그만이	VA
초야	NNG
담군	VV+ETM
차돌	NNG
배기	XSN
채쳐	VV+EC
가른다	VV+EC
질길	VA+ETM
수산	NNG
딘	NNP
댄싱	NNG
꼬치구이	NNG
뒷맛	NNG
부서	NNG
말린다	VV+EC
파망	NNG
통풍	NNG
쭈꾸미는	UNKNOWN
쭈꾸미	UNKNOWN
쭈	UNKNOWN
꾸미	NNG
주물럭	XR
거려	XSV+EC
걸루	NNB+JKB
떨궈	VV+EC
골구	NNG
비만	NNG
쿡쿡	MAG
쌘	VV+ETM
요샌	MAG+JX
고자	EC
라이스	NNP
신유	NNG
특	UNKNOWN
신랑	NNG
단지	MAG
꿰	VV
았었	EP
쉬워서	VA+EC
켜켜이	MAG
로써	JKB
드레싱	NNG
그래	VA+EP
단면	NNG
이럴	VV+ETM
지윤	NNP
동네	NNG
코너	NNG
역쉬	NNG
친구	NNG
프	VX
팀	NNG
아무거	NP
토핑	NNG
조카	NNG
지승아	NNP
립	NNG
레이	NNG
즌	UNKNOWN
반복	NNG
이대로	MAG
말라	VV+EC
추향	NNG
파릇파릇	MAG
거품기	NNG
짙	VA
럼주	NNG
드려요	VV+EC
졸일	VV+ETM
슈퍼	NNG
벌	VV
으네	EF
토파	NNG
항산	NNG
항암	NNG
어떻	VA
합	NNG
작가	NNG
질긴	VA+ETM
힘줄	NNG
센티	NNBC
패밀리	NNG
레스토랑	NNG
미디	NNG
레어	NNP
분위기	NNG
앙	NNG
초비	NNG
스튜	NNG
메로	NNG
제스트	NNP
다져져	VV+EC+VX+EC
자두	NNG
축축	XR
럼블	NNP
마르	VV
그레인	NNG
딜	NNG
페퍼콘	NNP
이드	NNG
랜	ETM
날린	VV+ETM
날라	VV+EC
으려	EC
맨날	MAG
크리미	NNP
스파클	NNP
근사	XR
겉돌	VV
어울러	VV+EC
억제	NNG
이해	NNG
린	EC
적포도주	NNG
건과	NNG
극	NNG
어울린다고	VV+EC
나두	VV
어다가	EC
꺾	VV
바비큐	NNG
속안	NNG
온몸	NNG
마사지	NNG
셀리	NNP
직행	NNG
낮춘	VV+ETM
구워진	VV+EC+VX+ETM
로스트	NNG
드립니다	VX+EF
허니	NNP
우스타	NNP
담길	VV+ETM
쫘악	MAG
아메리칸	NNG
돌린다	VV+EC
프렌치	NNP
류민	NNG
보글	XR
늘려도	VV+EC
중간중간	MAG
주머니	NNG
폐	XPN
혜	NNG
이킹	NNP
시트	NNG
바를	VV+ETM
바베큐	NNG
훈연	NNG
할라	VV+EC
뇨	EC
뜨거우	VA
첩	NNG
홍두깨살	NNG
갈색빛	NNG
양상치	NNG
붉은색	NNG
꺼낼	VV+ETM
바늘	NNG
해결	NNG
이등분	NNG
맞춰서	VV+EC
끼워서	VV+EC
랜다	NNP
이즈	NNP
떨어져	VV+EC
픈	VX+ETM
땅콩버터	NNG
찻	IC
풍	NNG
스스	NNP
황도	NNG
사이다	NNG
판	VV+ETM
파낸	VV+ETM
모아서	VV+EC
콜	NNG
채운	VV+ETM
은박	NNG
내제	NNP
면도	NNG
뒷부분	NNG
큽니다	VA+EC
아서요	EC
데리야키	NNP
해먹	NNG
싱하	NNP
위치	NNG
게끔	EC
누렇	VA
변한	NNG
파운드	NNP
부숴지	VV
몽땅	MAG
구워졌	VV+EC+VX+EP
리가	NNG
살피	VV
비네	NNP
세균	NNG
내면	NNP
옆면	NNG
편할	VA+ETM
자는	ETM
동글납작	XR
허	VX
밑면	NNG
스팀	NNG
자국	NNG
궁	NNG
어울려서	VV+EC
크림소스	NNG
키스트	NNP
레몬주스	NNG
소복	XR
됩니당	UNKNOWN
덩어리진	VV+ETM
막대	NNG
슬라이드	NNG
익지	NNG
플라스틱	NNG
고온	NNG
래디	EC
브리	NNP
층층이	MAG
우순	NNG
기름진	VA+ETM
무명실	NNG
마늘종	NNG
은수	NNG
마마	NNG
즐겁	VA
엉	IC
놓아주	VV
취양	NNG
뿌려요	VV+EF
부려	VV+EC
실리	NNG
다거나	EC
놀자	NNP
열십자	NNG
밑부분	NNG
사항	NNG
꼬옥	MAG
저칼로리	NNG
전분가	NNG
부푸	VV
씌우	VV
박력분	NNG
알려	VV+EC
비프	NNP
벌어진	VV+ETM
가리비	NNG
패주	NNG
발려	VV+EC
엮	VV
등뼈	NNG
벌려	VV+EC
꼬불	XR
밟	VV
터져	VV+EC
낭패	NNG
맛보	VV
조합	NNG
테두리	NNG
돌려요	VV+EC
일일이	MAG
여민	VV+ETM
군만두	NNG
서빙	NNG
탄두리	NNP
어야죠	EC
퓨레	NNP
씁쓸	XR
중탕	NNG
빈스	NNP
이태리	NNP
메트로	NNP
섹슈얼	NNP
멕시코	NNP
요한	NNP
긱스	NNP
튀겨서	VV+EC
밀쌈	NNG
치매	NNG
예방	NNG
민	NNP
챙기	VV
커리	NNP
치위	NNG
놔야	VX+EC
부침개	NNG
예쁩니다	VA+EF
포기	NNG
평평히	MAG
팽팽	XR
꼬막	NNG
매력	NNG
자를	VV+ETM
핫	NNG
생길	VV+ETM
미트볼	NNP
원리	NNG
로스	NNG
원형	NNG
적양	NNG
잎채소	NNG
메추리	NNG
직사각	NNG
추석	NNG
닭강정	NNP
적채	NNG
마아	NNG
비해	VV+EC
을려면	EC
범벅	NNG
썪	VV
컨	NNP
벡	NNP
껑	NNG
둬	VV+EC
송편	NNG
도전	NNG
